file	line	env	title	labels	proof_after	body_start
sec_appendices_s3_model.tex	390	lemma	Certified \(S_3\) non-vanishing	lem:s3-example-perron-certificates;eq:s3-example-certified-intervals	yes	 \label{lem:s3-example-perron-certificates} For the \(S_3\)-extension above, the Perron-point primitive channels satisfy the certified inequalities \begin{equation}\label{eq:s3-example-certified-intervals} -\frac{342}{1000} <\Pi_\varepsilon(1/2)<-\frac{341}{1000}, \qquad -\frac{719}{1000} <\Pi_\rho(1/2)<-\frac{718}{1000}. \end{equation} Hence both primitive channels are bounded away from zero, and the higher-dimensional term in the non-abelian defect from \Cref{thm:abelian-shadow-defect} is genu
sec_appendices_s3_model.tex	417	corollary	"Primitive profile and deviations for the
  \(S_3\)-example"	cor:s3-example-profile;eq:s3-example-primitive-sign-coefficients;eq:s3-example-primitive-rho-coefficients;eq:s3-example-primitive-classes;eq:s3-example-full-two-shift-primitive;eq:s3-example-primitive-first-terms;eq:s3-example-delta-values;eq:s3-example-delta-certified-windows;eq:s3-example-delta-k-certified-window;eq:s3-example-abelian-shadow;eq:s3-example-nonabelian-defect;eq:s3-example-energy-ratio	yes	 \label{cor:s3-example-profile} For the \(S_3\)-extension defined above, one has \begin{equation}\label{eq:s3-example-primitive-sign-coefficients} \pi_{n,\varepsilon}(A,\tau) = \frac{1}{n} \sum_{\substack{m\mid n\\ 2\mid m}} \mu(m)\,2^{n/m}, \end{equation} and \begin{equation}\label{eq:s3-example-primitive-rho-coefficients} \pi_{n,\rho}(A,\tau) = \frac{1}{n} \sum_{m\mid n} \mu(m)\Bigl( \alpha(m)2^{n/m}+\beta(m)(-1)^{n/m} \Bigr). \end{equation} Consequently, \begin{equation}\label{eq:s3-example-p
sec_appendices_s3_certificates.tex	14	lemma	Exact rational bounds for the \(S_3\)-channels	lem:appendix-s3-sharp-certificates;eq:s3-example-epsilon-certificate-sum;eq:s3-example-epsilon-tail-certificate;eq:s3-example-rho-certificate-sum;eq:s3-example-rho-tail-certificate;eq:s3-example-certified-intervals-sharp;eq:s3-example-certified-intervals-sharp-rho	yes	 \label{lem:appendix-s3-sharp-certificates} Define \begin{equation}\label{eq:s3-example-epsilon-certificate-sum} \Pi_\varepsilon(1/2)=E_7+\Theta_\varepsilon, \end{equation} where \[ E_7 = -\frac12\log 2 +\frac16\log\frac{32}{31} +\frac1{10}\log\frac{512}{511} +\frac1{14}\log\frac{8192}{8191}, \] and \begin{equation}\label{eq:s3-example-epsilon-tail-certificate} \abs{\Theta_\varepsilon}\le \frac{1}{1105920}. \end{equation} Also define \begin{equation}\label{eq:s3-example-rho-certificate-sum} \Pi_
sec_appendices_s3_certificates.tex	256	lemma	Exact rational bounds for the \(S_3\) product-level fixed-label values	lem:appendix-s3-f-level-certificates;eq:s3-f-epsilon-appendix-window;eq:s3-f-rho-appendix-window	yes	\label{lem:appendix-s3-f-level-certificates} In the \(S_3\)-example of \Cref{sec:shadows}, the product-level obstruction coordinates in \Cref{thm:class-euler-product-mertens} are verified by the printed rational inequalities below. The finite record consists only of rational logarithm brackets, rational coefficients, rational tail bounds, and the final cleared-denominator comparisons. In particular, these are windows for the Adams-corrected fixed-label Euler transform entering \Cref{thm:main-iii
sec_appendices_s3_certificates.tex	467	corollary	Displayed rational certificate windows	cor:s3-displayed-rational-certificate-windows	yes	 \label{cor:s3-displayed-rational-certificate-windows} The rational logarithm brackets, finite truncation levels, and tail bounds printed in \Cref{lem:appendix-s3-sharp-certificates,lem:appendix-s3-f-level-certificates} imply exactly the four coarse windows used in the main text: \[ -\frac{342}{1000}<\Pi_\varepsilon(1/2)<-\frac{341}{1000}, \qquad -\frac{719}{1000}<\Pi_\rho(1/2)<-\frac{718}{1000}, \] and \[ -\frac{381}{1000}<F_\varepsilon(1/2)<-\frac{380}{1000}, \qquad -\frac{923}{1000}<F_\rho(1/
sec_appendices_s3_certificates.tex	538	remark	Finite exact-arithmetic check		no	 The mathematical verification in this appendix is the displayed rational arithmetic in \Cref{lem:appendix-s3-sharp-certificates,lem:appendix-s3-f-level-certificates}. A reader or auxiliary exact-arithmetic program can reproduce the calculation by computing the rational logarithm endpoints \(L_3(q)\le\log q\le U_3(q)\), multiplying them by the signed rational coefficients in \(E_7\), \(R_{15}\), \(Q_8\), and \(S_{32}\), adding the four rational tails, and clearing positive denominators in the fo
sec_appendices_fixed_label_certificates.tex	24	proposition	Finite rational enclosure data	prop:fixed-label-rational-certificate-record;eq:fixed-label-certificate-interface-inclusion	yes	\label{prop:fixed-label-rational-certificate-record} Assume the hypotheses of \Cref{thm:class-mertens-explicit}. Fix a non-trivial \(\varrho\in\Irr(G)\), a tolerance \(\epsilon>0\), and a truncation level \(M\) satisfying \eqref{eq:fixed-label-perron-finite-algorithm-tail-choice}. The enclosure obtained from \Cref{prop:fixed-label-perron-finite-algorithm} is reproduced by the following finite data. These data consist only of finite algebraic model data and rational inequalities of the following 
sec_appendices_fixed_label_certificates.tex	103	proposition	Five finite data fields for fixed-label product recovery	prop:fixed-label-certificate-normal-form	yes	\label{prop:fixed-label-certificate-normal-form} Under the hypotheses of \Cref{thm:class-euler-product-mertens}, every finite enclosure produced by the fixed-label procedure and used for the Main Theorem~III product constants is described, for each non-trivial \(\varrho\in\Irr(G)\), by the following five finite data fields: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item the determinant model \((D_\pi(z))_{\pi\in\Irr(G)}\), the Perron root \(\lambda\), the twisted verified gap ine
sec_appendices_fixed_label_certificates.tex	191	corollary	Fixed-label product rational enclosures	cor:fixed-label-product-certificate-record;cor:fixed-label-product-certificate-audit	yes	 \label{cor:fixed-label-product-certificate-record} \label{cor:fixed-label-product-certificate-audit} Under the hypotheses of \Cref{thm:class-euler-product-mertens}, every finite product-constant enclosure produced by the fixed-label procedure used here is described by the five rational data fields of \Cref{prop:fixed-label-certificate-normal-form}. Conversely, any such five-field data satisfying the stated inequalities give rational enclosures for all positive Frobenius-class product constants 
sec_appendices_fixed_label_certificates.tex	216	proposition	Finite rational Perron enclosure data	prop:fixed-label-finite-io-certificate-summary	yes	\label{prop:fixed-label-finite-io-certificate-summary} Assume the hypotheses of \Cref{thm:class-mertens-explicit}, and fix a non-trivial irreducible character \(\varrho\). The following finite record is sufficient, and is necessary for the finite enclosure procedure used in this paper, to verify the fixed-label Perron coordinate \(F_\varrho(\lambda^{-1})\) to any prescribed rational accuracy: \begin{enumerate}[label=\textup{(\roman*)},leftmargin=*] \item the finite determinant data \(A,\lambda,G
sec_appendices_fixed_label_certificates.tex	289	corollary	Five rational data fields for the \texorpdfstring{\(S_3\)}{S3} witness	cor:fixed-label-five-field-rational-record;cor:fixed-label-five-field-certificate-schema	yes	 \label{cor:fixed-label-five-field-rational-record} \label{cor:fixed-label-five-field-certificate-schema} Under the hypotheses and notation of \Cref{prop:fixed-label-perron-finite-algorithm}, the preceding analytic verification can be expressed for the finite calculation used in this paper by the following five fields: \begin{center} \small \begin{tabular}{@{}L{0.19\textwidth}L{0.33\textwidth}L{0.36\textwidth}@{}} \toprule field & finite content & mathematical check\\ \midrule model & \(A,\lambd
